formatted_work_date,cts_urn,author,title
-0899-01/-0700-12,tlg0020.tlg001,Hesiod,Theogony
-0899-01/-0700-12,tlg0020.tlg002,Hesiod,Works and Days
-0899-01/-0700-12,tlg0020.tlg003,Hesiod,Shield of Heracles
-0799-01/-0700-12,tlg0012.tlg001,Homer,Iliad
-0799-01/-0700-12,tlg0012.tlg002,Homer,Odyssey
-0799-01/-0700-12,tlg0012.tlg003,Homer,Epigrams_Homer’s Epigrams
-0699-01/-0499-12,tlg0013.tlg006,Homeric Hymns,Hymn 6 to Aphrodite
-0699-01/-0499-12,tlg0013.tlg027,Homeric Hymns,Hymn 27 to Artemis
-0699-01/-0499-12,tlg0013.tlg028,Homeric Hymns,Hymn 28 to Athena
-0699-01/-0499-12,tlg0013.tlg030,Homeric Hymns,Hymn 30 to Earth
-0699-01/-0500-12,tlg0013.tlg009,Homeric Hymns,Hymn 9 to Artemis
-0699-01/-0500-12,tlg0013.tlg010,Homeric Hymns,Hymn 10 to Aphrodite
-0699-01/-0500-12,tlg0013.tlg011,Homeric Hymns,Hymn 11 To Athena
-0699-01/-0500-12,tlg0013.tlg012,Homeric Hymns,Hymn 12 to Hera
-0699-01/-0500-12,tlg0013.tlg014,Homeric Hymns,Hymn 14 to the Mother of the Gods
-0699-01/-0500-12,tlg0013.tlg015,Homeric Hymns,Hymn 15 To Heracles
-0699-01/-0500-12,tlg0013.tlg016,Homeric Hymns,Hymn 16 To Asclepius
-0699-01/-0500-12,tlg0013.tlg017,Homeric Hymns,Hymn 17 To the Dioscuri
-0699-01/-0500-12,tlg0013.tlg018,Homeric Hymns,Hymn 18 to Hermes
-0699-01/-0500-12,tlg0013.tlg022,Homeric Hymns,Hymn 22 To Poseidon
-0699-01/-0500-12,tlg0013.tlg023,Homeric Hymns,Hymn 23 to Zeus
-0699-01/-0500-12,tlg0013.tlg024,Homeric Hymns,Hymn 24 To Hestia
-0699-01/-0500-12,tlg0013.tlg025,Homeric Hymns,Hymn 25 To the Muses and Apollo
-0699-01/-0500-12,tlg0013.tlg026,Homeric Hymns,Hymn 26 To Dionysus
-0699-01/-0500-12,tlg0013.tlg029,Homeric Hymns,Hymn 29 to Hestia
-0699-01/-0500-12,tlg0013.tlg033,Homeric Hymns,Hymn 33 To the Dioscuri
-0699-01/-0649-12,tlg0013.tlg001,Homeric Hymns,Hymn 1 to Dionysus
-0649-01/-0574-12,tlg0013.tlg005,Homeric Hymns,Hymn 5 to Aphrodite
-0626-01/-0586-12,tlg0629.tlg001,Periander,Epistulae
-0624-01/-0574-12,tlg0013.tlg002,Homeric Hymns,Hymn 2 to Demeter
-0624-01/-0599-12,tlg0013.tlg004,Homeric Hymns,Hymn 4 to Hermes
-0599-01/-0549-12,tlg0013.tlg003,Homeric Hymns,Hymn 3 to Delian and Pythian Apollo
-0599-01/-0574-12,tlg0013.tlg013,Homeric Hymns,Hymn 13 to Demeter
-0539-01/-0479-12,tlg0626.tlg002,Heraclitus of Ephesus,Fragmenta
-0524-01/-0474-12,tlg0013.tlg007,Homeric Hymns,Hymn 7 to Dionysus
-0521-01/-0521-12,tlg0013.tlg021,Homeric Hymns,Hymn 21 To Apollo
-0499-01/-0001-12,tlg0064.tlg001,Hanno,Periplus Hannonis
-0499-01/-0400-12,tlg0011.tlg008,Sophocles,Ichneutae
-0499-01/-0400-12,tlg0013.tlg020,Homeric Hymns,Hymn 20 To Hephaestus
-0499-01/-0400-12,tlg0013.tlg031,Homeric Hymns,Hymn 31 to Helios
-0499-01/-0400-12,tlg0013.tlg032,Homeric Hymns,Hymn 32 To Selene
-0499-01/-0499-12,tlg0013.tlg019,Homeric Hymns,Hymn 19 to Pan
-0497-01/-0445-12,tlg0033.tlg001,Pindar,Olympian
-0497-01/-0445-12,tlg0033.tlg002,Pindar,Pythian
-0497-01/-0445-12,tlg0033.tlg003,Pindar,Nemean
-0497-01/-0445-12,tlg0033.tlg004,Pindar,Isthmean
-0489-01/-0450-12,tlg0199.tlg001,Bacchylides,Epinicians
-0489-01/-0450-12,tlg0199.tlg002,Bacchylides,Dithyrambs
-0479-01/-0410-12,tlg0028.tlg002,Antiphon,The First Tetralogy
-0479-01/-0410-12,tlg0028.tlg003,Antiphon,The Second Tetralogy
-0479-01/-0410-12,tlg0028.tlg004,Antiphon,The Third Tetralogy
-0471-01/-0471-12,tlg0085.tlg002,Aeschylus,Persians
-0469-01/-0469-12,tlg0627.tlg006,Hippocrates,Epidemiarum
-0466-01/-0466-12,tlg0085.tlg004,Aeschylus,Seven Against Thebes
-0465-01/-0458-12,tlg0006.tlg008,Euripides,Suppliants_The Suppliant Maidens_Supplices
-0465-01/-0458-12,tlg0085.tlg001,Aeschylus,Supplices
-0459-01/-0455-12,tlg0085.tlg003,Aeschylus,Prometheus Bound
-0457-01/-0457-12,tlg0085.tlg005,Aeschylus,Agamemnon
-0457-01/-0457-12,tlg0085.tlg006,Aeschylus,Libation Bearers
-0457-01/-0457-12,tlg0085.tlg007,Aeschylus,Eumenides
-0449-01/-0400-12,tlg0627.tlg005,Hippocrates,De diaeta acutorum (spurium)
-0449-01/-0400-12,tlg0627.tlg011,Hippocrates,Vectiarius
-0449-01/-0400-12,tlg0627.tlg013,Hippocrates,Iusiurandum
-0449-01/-0400-12,tlg0627.tlg015,Hippocrates,De humoribus
-0449-01/-0400-12,tlg0627.tlg016,Hippocrates,Prorrheticon I
-0449-01/-0400-12,tlg0627.tlg017,Hippocrates,Coa praesagia
-0449-01/-0400-12,tlg0627.tlg018,Hippocrates,De arte
-0449-01/-0400-12,tlg0627.tlg019,Hippocrates,De natura hominis
-0449-01/-0400-12,tlg0627.tlg020,Hippocrates,De salubri diaeta
-0449-01/-0400-12,tlg0627.tlg021,Hippocrates,De flatibus
-0449-01/-0400-12,tlg0627.tlg022,Hippocrates,De liquidorum usu
-0449-01/-0400-12,tlg0627.tlg023,Hippocrates,De morbis i-iii
-0449-01/-0400-12,tlg0627.tlg024a,Hippocrates,De genitura
-0449-01/-0400-12,tlg0627.tlg024b,Hippocrates,De natura pueri
-0449-01/-0400-12,tlg0627.tlg025,Hippocrates,De affectionibus
-0449-01/-0400-12,tlg0627.tlg026,Hippocrates,De locis in homine
-0449-01/-0400-12,tlg0627.tlg031,Hippocrates,De diaeta
-0449-01/-0400-12,tlg0627.tlg032,Hippocrates,De affectionibus interioribus
-0449-01/-0400-12,tlg0627.tlg033,Hippocrates,De natura muliebri
-0449-01/-0400-12,tlg0627.tlg035,Hippocrates,De octimestri partu
-0449-01/-0400-12,tlg0627.tlg036,Hippocrates,De muliebribus
-0449-01/-0400-12,tlg0627.tlg037,Hippocrates,De virginum morbis
-0449-01/-0400-12,tlg0627.tlg038,Hippocrates,De superfoetatione
-0449-01/-0400-12,tlg0627.tlg039,Hippocrates,De exsectione foetus
-0449-01/-0400-12,tlg0627.tlg040,Hippocrates,De anatomia
-0449-01/-0400-12,tlg0627.tlg041,Hippocrates,De dentitione
-0449-01/-0400-12,tlg0627.tlg042,Hippocrates,De glandulis
-0449-01/-0400-12,tlg0627.tlg043,Hippocrates,De carnibus
-0449-01/-0400-12,tlg0627.tlg046,Hippocrates,De alimento
-0449-01/-0400-12,tlg0627.tlg047,Hippocrates,De visu
-0449-01/-0400-12,tlg0627.tlg048,Hippocrates,De natura ossium
-0449-01/-0400-12,tlg0627.tlg049,Hippocrates,De medico
-0449-01/-0400-12,tlg0627.tlg050,Hippocrates,De habitu decenti
-0449-01/-0400-12,tlg0627.tlg051,Hippocrates,Praeceptiones
-0449-01/-0400-12,tlg0627.tlg052,Hippocrates,De crisibus
-0449-01/-0400-12,tlg0627.tlg053,Hippocrates,De diebus criticis
-0449-01/-0400-12,tlg0627.tlg055,Hippocrates,"Epistulae, Decretum, Orationes"
-0449-01/-0449-12,tlg0006.tlg019,Euripides,Rhesus
-0449-01/-0449-12,tlg0011.tlg001,Sophocles,Trachiniae
-0442-01/-0437-12,tlg0011.tlg002,Sophocles,Antigone
-0438-01/-0435-12,tlg0011.tlg003,Sophocles,Ajax
-0437-01/-0437-12,tlg0006.tlg002,Euripides,Alcestis
-0430-01/-0410-12,tlg0003.tlg001,Thucydides,History of the Peloponnesian War
-0430-01/-0430-12,tlg0006.tlg003,Euripides,Medea
-0429-01/-0424-12,tlg0016.tlg001,Herodotus,Histories
-0429-01/-0429-12,tlg0006.tlg004,Euripides,Heracleidae
-0427-01/-0427-12,tlg0006.tlg005,Euripides,Hippolytus
-0426-01/-0424-12,tlg0006.tlg006,Euripides,Andromache
-0424-01/-0424-12,tlg0006.tlg007,Euripides,Hecuba
-0424-01/-0424-12,tlg0019.tlg001,Aristophanes,Acharnians
-0423-01/-0423-12,tlg0019.tlg002,Aristophanes,Knights
-0422-01/-0422-12,tlg0019.tlg004,Aristophanes,Wasps
-0420-01/-0420-12,tlg0019.tlg005,Aristophanes,Peace
-0419-01/-0410-12,tlg0028.tlg001,Antiphon,Against the Stepmother for Poisoning
-0419-01/-0418-12,tlg0006.tlg012,Euripides,Electra
-0418-01/-0415-12,tlg0011.tlg004,Sophocles,Oedipus Tyrannus
-0418-01/-0418-12,tlg0028.tlg006,Antiphon,On the Choreutes
-0417-01/-0406-12,tlg0011.tlg005,Sophocles,Electra
-0417-01/-0417-12,tlg0019.tlg003,Aristophanes,Clouds
-0417-01/-0417-12,tlg0028.tlg005,Antiphon,On the murder of Herodes
-0416-01/-0415-12,tlg0027.tlg004,Andocides,Against Alcibiades
-0415-01/-0415-12,tlg0006.tlg009,Euripides,Heracles_Hercules
-0414-01/-0409-12,tlg0027.tlg002,Andocides,On His Return
-0414-01/-0414-12,tlg0006.tlg011,Euripides,The Trojan Women_Troades
-0413-01/-0413-12,tlg0006.tlg013,Euripides,Iphigenia in Tauris_Iphigenia Taurica
-0413-01/-0413-12,tlg0019.tlg006,Aristophanes,Birds
-0412-01/-0412-12,tlg0006.tlg010,Euripides,Ion
-0411-01/-0405-12,tlg0006.tlg001,Euripides,Cyclops
-0411-01/-0411-12,tlg0006.tlg014,Euripides,Helen_Helena
-0410-01/-0404-12,tlg0540.tlg020,Lysias,For Polystratus
-0410-01/-0407-12,tlg0006.tlg015,Euripides,Phoenissae_The Phoenician Women
-0410-01/-0410-12,tlg0019.tlg007,Aristophanes,Lysistrata
-0410-01/-0410-12,tlg0019.tlg008,Aristophanes,Thesmophoriazusae
-0409-01/-0353-12,tlg0032.tlg002,Xenophon,Memorabilia
-0409-01/-0353-12,tlg0032.tlg005,Xenophon,Apology
-0409-01/-0353-12,tlg0032.tlg014,Xenophon,On Hunting
-0408-01/-0408-12,tlg0006.tlg016,Euripides,Orestes
-0408-01/-0408-12,tlg0011.tlg006,Sophocles,Philoctetes
-0407-01/-0407-12,tlg2138.tlg001,Canticum Euripidis,Ex Orestis Stasimo I
-0404-01/-0394-12,tlg0540.tlg031,Lysias,"Against Philon_Against Philon, On his Scrutiny"
-0404-01/-0404-12,tlg0006.tlg017,Euripides,Bacchae
-0404-01/-0404-12,tlg0006.tlg018,Euripides,Iphigenia in Aulis_Iphigenia Aulidensis
-0404-01/-0404-12,tlg0019.tlg009,Aristophanes,Frogs
-0402-01/-0401-12,tlg0010.tlg001,Isocrates,Against Euthynus
-0402-01/-0401-12,tlg0540.tlg001,Lysias,On the Murder of Eratosthenes
-0402-01/-0402-12,tlg0540.tlg012,Lysias,"Against Eratosthenes_Against Eratosthenes, who had been One of the Thirty: Spoken by Lysias Himself"
-0402-01/-0402-12,tlg0540.tlg024,Lysias,On The Refusal Of A Pension_On The Refusal Of A Pension to the Invalid
-0402-01/-0402-12,tlg0540.tlg034,Lysias,Against The Subversion of the Ancestral Constitution_Against The Subversion of the Ancestral Constitution of Athens
-0401-01/-0399-12,tlg0540.tlg025,Lysias,Defense Against a Charge of Subverting the Democracy
-0401-01/-0401-12,tlg0010.tlg002,Isocrates,Against Callimachus
-0401-01/-0401-12,tlg0540.tlg021,Lysias,Defense Against A Charge Of Taking Bribes_Defense Against A Charge Of Taking Bribes: Undesignated
-0400-01/-0400-12,tlg0011.tlg007,Sophocles,Oedipus at Colonus
-0399-01/-0200-12,tlg0533.tlg003,Callimachus,Epigrams
-0399-01/-0200-12,tlg0533.tlg004,Callimachus,Epigrams and Fragments
-0399-01/-0200-12,tlg0533.tlg015,Callimachus,Hymn to Zeus
-0399-01/-0200-12,tlg0533.tlg016,Callimachus,Hymn to Apollo
-0399-01/-0200-12,tlg0533.tlg017,Callimachus,Hymn to Artemis
-0399-01/-0200-12,tlg0533.tlg018,Callimachus,Hymn to Delos
-0399-01/-0200-12,tlg0533.tlg019,Callimachus,Hymn to Athena
-0399-01/-0200-12,tlg0533.tlg020,Callimachus,Hymn to Demeter
-0399-01/-0390-12,tlg0010.tlg005,Isocrates,Trapeziticus
-0399-01/-0397-12,tlg0540.tlg013,Lysias,Against Agoratus_Against Agoratus: In Pursuance of a Writ
-0399-01/-0398-12,tlg0027.tlg001,Andocides,On the Mysteries
-0399-01/-0398-12,tlg0540.tlg023,Lysias,"Against Pancleon_Against Pancleon, Showing that He was not a Plataean"
-0399-01/-0399-12,tlg0540.tlg032,Lysias,Against Diogeiton
-0399-01/-0399-12,tlg0627.tlg001,Hippocrates,De prisca medicina
-0399-01/-0399-12,tlg0627.tlg002,Hippocrates,"De aere, aquis, locis"
-0399-01/-0399-12,tlg0627.tlg003,Hippocrates,Prognosticon
-0399-01/-0399-12,tlg0627.tlg004,Hippocrates,De diaeta in morbis acutis
-0399-01/-0399-12,tlg0627.tlg007,Hippocrates,De capitis vulneribus
-0399-01/-0399-12,tlg0627.tlg008,Hippocrates,De officina medici
-0399-01/-0399-12,tlg0627.tlg009,Hippocrates,De fracturis
-0399-01/-0399-12,tlg0627.tlg010,Hippocrates,De articulis
-0399-01/-0399-12,tlg0627.tlg012,Hippocrates,Aphorismi
-0399-01/-0399-12,tlg0627.tlg014,Hippocrates,Lex
-0399-01/-0399-12,tlg0627.tlg027,Hippocrates,De morbo sacro
-0399-01/-0399-12,tlg0627.tlg028,Hippocrates,De ulceribus
-0399-01/-0399-12,tlg0627.tlg029,Hippocrates,De haemorrhoidibus
-0399-01/-0399-12,tlg0627.tlg030,Hippocrates,De fistulis
-0399-01/-0399-12,tlg0633.tlg001,Lysis,Epistula ad Hipparchum
-0398-01/-0321-12,tlg0026.tlg004,Aeschines,Epistolae
-0398-01/-0346-12,tlg0059.tlg001,Plato,Euthyphro
-0398-01/-0346-12,tlg0059.tlg006,Plato,Theaetetus
-0398-01/-0346-12,tlg0059.tlg008,Plato,Statesman
-0398-01/-0346-12,tlg0059.tlg009,Plato,Parmenides
-0398-01/-0346-12,tlg0059.tlg012,Plato,Phaedrus
-0398-01/-0346-12,tlg0059.tlg014,Plato,Alcibiades 2
-0398-01/-0346-12,tlg0059.tlg015,Plato,Hipparchus
-0398-01/-0346-12,tlg0059.tlg017,Plato,Theages
-0398-01/-0346-12,tlg0059.tlg019,Plato,Laches
-0398-01/-0346-12,tlg0059.tlg020,Plato,Lysis
-0398-01/-0346-12,tlg0059.tlg025,Plato,Greater Hippias_Hippias Major
-0398-01/-0346-12,tlg0059.tlg026,Plato,Lesser Hippias_Hippias Minor
-0398-01/-0346-12,tlg0059.tlg029,Plato,Cleitophon
-0398-01/-0346-12,tlg0059.tlg033,Plato,Minos
-0398-01/-0346-12,tlg0059.tlg035,Plato,Epinomis
-0398-01/-0346-12,tlg0059.tlg036,Plato,Letters_Epistles
-0398-01/-0346-12,tlg0059.tlg037,Plato,Definitiones
-0398-01/-0379-12,tlg0540.tlg004,Lysias,On A Wound By Premeditation
-0398-01/-0379-12,tlg0540.tlg005,Lysias,For Callias
-0398-01/-0379-12,tlg0540.tlg008,Lysias,Accusation of Calumny
-0398-01/-0389-12,tlg0059.tlg002,Plato,Apology
-0398-01/-0389-12,tlg0059.tlg003,Plato,Crito
-0398-01/-0398-12,tlg0540.tlg006,Lysias,Against Andocides
-0398-01/-0398-12,tlg0540.tlg030,Lysias,Against Nicomachus
-0396-01/-0395-12,tlg0010.tlg004,Isocrates,Concerning the Team of Horses
-0396-01/-0396-12,tlg0540.tlg017,Lysias,On The Property Of Eraton_On The Property Of Eraton: Against the Treasury
-0395-01/-0384-12,tlg0540.tlg018,Lysias,On the Confiscation of the Property Of The Brother Of Nicias_On the Confiscation of the Property Of The Brother Of Nicias: Peroration
-0394-01/-0386-12,tlg0059.tlg027,Plato,Ion
-0394-01/-0394-12,tlg0540.tlg007,Lysias,On the Olive Stump
-0394-01/-0394-12,tlg0540.tlg014,Lysias,Against Alcibiades 1_Against Alcibiades: For Deserting the Ranks
-0394-01/-0394-12,tlg0540.tlg015,Lysias,Against Alcibiades 2_Against Alcibiades: For Refusal of Military Service
-0393-01/-0379-12,tlg0540.tlg003,Lysias,Against Simon
-0393-01/-0386-12,tlg0540.tlg009,Lysias,For The Soldier
-0393-01/-0393-12,tlg0010.tlg003,Isocrates,Against Lochites
-0393-01/-0393-12,tlg0540.tlg002,Lysias,Funeral Oration
-0392-01/-0390-12,tlg0019.tlg010,Aristophanes,Ecclesiazusae
-0391-01/-0391-12,tlg0540.tlg016,Lysias,In Defense of Mantitheus_Before the Council: In Defense of Mantitheus at His Scrutiny
-0390-01/-0389-12,tlg0010.tlg006,Isocrates,Aegineticus
-0390-01/-0390-12,tlg0027.tlg003,Andocides,On the Peace with Sparta
-0389-01/-0374-12,tlg0059.tlg013,Plato,Alcibiades 1
-0389-01/-0374-12,tlg0059.tlg018,Plato,Charmides
-0389-01/-0374-12,tlg0059.tlg022,Plato,Protagoras
-0389-01/-0389-12,tlg0010.tlg008,Isocrates,Against the Sophists
-0389-01/-0389-12,tlg0540.tlg022,Lysias,Against The Corn-Dealers
-0389-01/-0389-12,tlg0540.tlg027,Lysias,Against Epicrates and his Fellow-envoys_Against Epicrates and his Fellow-envoys: Supplementary
-0388-01/-0388-12,tlg0017.tlg003,Isaeus,On The Estate Of Pyrrhus
-0388-01/-0388-12,tlg0017.tlg005,Isaeus,On the Estate of Dicaeogenes
-0388-01/-0388-12,tlg0540.tlg028,Lysias,Against Ergocles_Against Ergocles: Supplementary
-0388-01/-0388-12,tlg0540.tlg029,Lysias,Against Philocrates_Against Philocrates: Supplementary
-0387-01/-0387-12,tlg0019.tlg011,Aristophanes,Wealth
-0387-01/-0387-12,tlg0540.tlg033,Lysias,Olympic Oration
-0386-01/-0377-12,tlg0032.tlg010,Xenophon,Constitution of the Lacedaimonians
-0386-01/-0386-12,tlg0540.tlg019,Lysias,On the Property of Aristophanes_On the Property of Aristophanes: Against the Treasury
-0385-01/-0379-12,tlg0059.tlg028,Plato,Menexenus
-0385-01/-0385-12,tlg0059.tlg005,Plato,Cratylus
-0383-01/-0321-12,tlg0086.tlg009,Aristotle,Eudemian Ethics
-0383-01/-0321-12,tlg0086.tlg010,Aristotle,Nicomachean Ethics
-0383-01/-0321-12,tlg0086.tlg025,Aristotle,Metaphysics
-0383-01/-0321-12,tlg0086.tlg029,Aristotle,Economics
-0383-01/-0321-12,tlg0086.tlg035,Aristotle,Politics
-0383-01/-0321-12,tlg0086.tlg038,Aristotle,Rhetoric
-0383-01/-0321-12,tlg0086.tlg045,Aristotle,On Virtues and Vices
-0383-01/-0382-12,tlg0540.tlg010,Lysias,Against Theomnestus 1
-0383-01/-0382-12,tlg0540.tlg011,Lysias,Against Theomnestus 2
-0382-01/-0364-12,tlg0017.tlg008,Isaeus,On The Estate of Ciron
-0382-01/-0374-12,tlg0059.tlg023,Plato,Gorgias
-0382-01/-0374-12,tlg0059.tlg024,Plato,Meno
-0382-01/-0374-12,tlg0059.tlg030,Plato,Republic
-0382-01/-0379-12,tlg0059.tlg004,Plato,Phaedo
-0381-01/-0381-12,tlg0540.tlg026,Lysias,On the Scrutiny of Evandros
-0379-01/-0318-12,tlg0535.tlg001,Demades,On the Twelve Years
-0379-01/-0359-12,tlg0032.tlg006,Xenophon,Anabasis
-0379-01/-0379-12,tlg0010.tlg011,Isocrates,Panegyricus
-0378-01/-0369-12,tlg0010.tlg009,Isocrates,Helen
-0378-01/-0369-12,tlg0010.tlg010,Isocrates,Busiris
-0377-01/-0370-12,tlg0017.tlg010,Isaeus,On The Estate of Aristarchus
-0377-01/-0377-12,tlg0059.tlg011,Plato,Symposium
-0376-01/-0346-12,tlg0059.tlg031,Plato,Timaeus
-0376-01/-0346-12,tlg0059.tlg032,Plato,Critias
-0376-01/-0346-12,tlg0059.tlg034,Plato,Laws
-0374-01/-0349-12,tlg0058.tlg001,Aeneas Tacticus,Poliorcetica
-0373-01/-0369-12,tlg0010.tlg007,Isocrates,To Demonicus
-0373-01/-0373-12,tlg0010.tlg013,Isocrates,To Nicocles
-0372-01/-0370-12,tlg0010.tlg012,Isocrates,Plataicus
-0371-01/-0364-12,tlg0010.tlg014,Isocrates,Nicocles or the Cyprians
-0369-01/-0360-12,tlg0032.tlg004,Xenophon,Symposium_Banquet
-0369-01/-0364-12,tlg0010.tlg015,Isocrates,Evagoras
-0369-01/-0369-12,tlg0059.tlg021,Plato,Euthydemus
-0368-01/-0365-12,tlg0032.tlg007,Xenophon,Cyropaedia
-0368-01/-0367-12,tlg0014.tlg052,Demosthenes,Apollodorus Against Callippus
-0367-01/-0366-12,tlg0014.tlg053,Demosthenes,Apollodorus Against Nicostratus
-0367-01/-0367-12,tlg0010.tlg022,Isocrates,To Dionysius
-0366-01/-0321-12,tlg0086.tlg007,Aristotle,De coloribus
-0366-01/-0321-12,tlg0086.tlg011,Aristotle,Epistulae
-0366-01/-0321-12,tlg0086.tlg013,Aristotle,De generatione et corruptione
-0366-01/-0321-12,tlg0086.tlg017,Aristotle,De interpretatione
-0366-01/-0321-12,tlg0086.tlg020,Aristotle,De longitudine et brevitate vitae
-0366-01/-0321-12,tlg0086.tlg022,Aristotle,Magna Moralia
-0366-01/-0321-12,tlg0086.tlg023,Aristotle,Mechanica
-0366-01/-0321-12,tlg0086.tlg024,Aristotle,De memoria et reminiscentia
-0366-01/-0321-12,tlg0086.tlg027,Aristotle,Mirabilium auscultationes
-0366-01/-0321-12,tlg0086.tlg031,Aristotle,Physica
-0366-01/-0321-12,tlg0086.tlg032,Aristotle,Physiognomonica
-0366-01/-0321-12,tlg0086.tlg036,Aristotle,Problemata
-0366-01/-0321-12,tlg0086.tlg037,Aristotle,De respiratione
-0366-01/-0321-12,tlg0086.tlg040,Aristotle,De sophisticis elenchis
-0366-01/-0321-12,tlg0086.tlg043,Aristotle,De spiritu
-0366-01/-0321-12,tlg0086.tlg044,Aristotle,Topica
-0366-01/-0321-12,tlg0086.tlg047,Aristotle,"De Xenophane, de Zenone, de Gorgia"
-0366-01/-0321-12,tlg0086.tlg048,Aristotle,Divisiones Aristoteleae
-0366-01/-0321-12,tlg0086.tlg054,Aristotle,Physica (textus alter)
-0366-01/-0346-12,tlg0086.tlg006,Aristotle,Categoriae
-0365-01/-0359-12,tlg0059.tlg007,Plato,Sophist
-0365-01/-0364-12,tlg0017.tlg009,Isaeus,On the Estate of Astyphilus
-0365-01/-0365-12,tlg0010.tlg016,Isocrates,Archidamus
-0364-01/-0362-12,tlg0017.tlg006,Isaeus,On the Estate of Philoctemon
-0364-01/-0363-12,tlg0032.tlg012,Xenophon,On the Cavalry Commander
-0364-01/-0363-12,tlg0032.tlg013,Xenophon,On the Art of Horsemanship
-0363-01/-0358-12,tlg0014.tlg041,Demosthenes,Against Spudias
-0363-01/-0362-12,tlg0014.tlg027,Demosthenes,Against Aphobus I
-0363-01/-0362-12,tlg0014.tlg028,Demosthenes,Against Aphobus II
-0361-01/-0353-12,tlg0032.tlg001,Xenophon,Hellenica
-0361-01/-0353-12,tlg0032.tlg003,Xenophon,Economics_Oeconomicus_Οἰκονομικός
-0361-01/-0360-12,tlg0014.tlg029,Demosthenes,Against Aphobus III
-0361-01/-0360-12,tlg0014.tlg030,Demosthenes,Against Onetor I
-0361-01/-0360-12,tlg0014.tlg031,Demosthenes,Against Onetor II
-0361-01/-0361-12,tlg0014.tlg049,Demosthenes,Apollodorus Against Timotheus
-0359-01/-0279-12,tlg0613.tlg001,Demetrius of Phaleron,Libro de Elocutione
-0359-01/-0346-12,tlg0059.tlg010,Plato,Philebus
-0359-01/-0357-12,tlg0014.tlg051,Demosthenes,On the Trierarchic Crown
-0359-01/-0359-12,tlg0014.tlg050,Demosthenes,Apollodorus Against Polycles
-0359-01/-0359-12,tlg0032.tlg009,Xenophon,Agesilaus
-0358-01/-0356-12,tlg0017.tlg011,Isaeus,On the Estate of Hagnias
-0358-01/-0358-12,tlg0010.tlg023,Isocrates,To the Children of Jason
-0356-01/-0356-12,tlg0010.tlg018,Isocrates,Areopagiticus
-0356-01/-0356-12,tlg0032.tlg008,Xenophon,Hiero
-0355-01/-0355-12,tlg0010.tlg024,Isocrates,To Archidamus
-0354-01/-0321-12,tlg0014.tlg032,Demosthenes,Against Zenothemis
-0354-01/-0340-12,tlg0014.tlg044,Demosthenes,Against Leochares
-0354-01/-0340-12,tlg0014.tlg054,Demosthenes,Against Conon
-0354-01/-0340-12,tlg0014.tlg055,Demosthenes,Against Callicles
-0354-01/-0340-12,tlg0014.tlg061,Demosthenes,The Erotic Essay
-0354-01/-0340-12,tlg0014.tlg062,Demosthenes,Exordia
-0354-01/-0347-12,tlg0014.tlg035,Demosthenes,Against Lacritus
-0354-01/-0353-12,tlg0014.tlg020,Demosthenes,Against Leptines
-0354-01/-0353-12,tlg0014.tlg022,Demosthenes,Against Androtion
-0354-01/-0354-12,tlg0010.tlg017,Isocrates,On the Peace
-0354-01/-0354-12,tlg0014.tlg047,Demosthenes,Against Evergus and Mnesibulus
-0354-01/-0354-12,tlg0017.tlg001,Isaeus,On The Estate of Cleonymus
-0353-01/-0348-12,tlg0017.tlg007,Isaeus,On The Estate of Apollodorus
-0353-01/-0352-12,tlg0010.tlg019,Isocrates,Antidosis
-0353-01/-0352-12,tlg0014.tlg014,Demosthenes,On the Navy-Boards
-0353-01/-0352-12,tlg0017.tlg002,Isaeus,On the Estate of Menecles
-0353-01/-0353-12,tlg0032.tlg011,Xenophon,Ways and Means
-0352-01/-0349-12,tlg0014.tlg013,Demosthenes,On Organization
-0352-01/-0351-12,tlg0014.tlg016,Demosthenes,For the People of Megalopolis
-0352-01/-0351-12,tlg0014.tlg024,Demosthenes,Against Timocrates
-0351-01/-0351-12,tlg0014.tlg023,Demosthenes,Against Aristocrates
-0350-01/-0350-12,tlg0014.tlg004,Demosthenes,First Philippic_Philippic 1
-0350-01/-0350-12,tlg0014.tlg015,Demosthenes,For the Liberty of the Rhodians
-0349-01/-0300-12,tlg1553.tlg001,Palaiphatos,De Incredibilibus
-0349-01/-0348-12,tlg0014.tlg036,Demosthenes,For Phormio
-0349-01/-0348-12,tlg0014.tlg045,Demosthenes,Against Stephanus I
-0349-01/-0348-12,tlg0014.tlg046,Demosthenes,Against Stephanus II
-0349-01/-0349-12,tlg0010.tlg025,Isocrates,To the Rulers of the Mytilenaeans
-0349-01/-0349-12,tlg0017.tlg004,Isaeus,On the Estate of Nicostratus
-0349-01/-0349-12,tlg0086.tlg001,Aristotle,Analytica priora
-0349-01/-0349-12,tlg0086.tlg005,Aristotle,De caelo
-0348-01/-0300-12,tlg0059.tlg016,Plato,Lovers
-0348-01/-0348-12,tlg0014.tlg001,Demosthenes,First Olynthiac_Olynthiac 1
-0348-01/-0348-12,tlg0014.tlg002,Demosthenes,Second Olynthiac_Olynthiac 2
-0348-01/-0348-12,tlg0014.tlg003,Demosthenes,Third Olynthiac_Olynthiac 3
-0347-01/-0346-12,tlg0014.tlg039,Demosthenes,Against Boeotus I
-0346-01/-0334-12,tlg0086.tlg008,Aristotle,De divinatione per somnum
